regime_id,rank,feature,delta_unscaled,cluster_mean,global_mean,F_score
0,1,avg_dd_length,32.24572539438647,127.90877643861515,95.66305104422868,0.1605063331598034
0,2,ma_bias,-0.1491820906046184,0.30333157059756743,0.45251366120218584,0.6299485369801414
0,3,price_range,-0.09565503038390588,0.3424652174107834,0.4381202477946893,0.8134555668175605
1,1,avg_dd_length,-2.4253765974633126,93.23767444676537,95.66305104422868,0.1605063331598034
1,2,price_range,0.3305669590832615,0.7686872068779508,0.4381202477946893,0.8134555668175605
1,3,max_drawdown,0.16310926717221647,0.44006989311675454,0.2769606259445381,1.1898470830335066
2,1,avg_dd_length,-54.05213025854913,41.61092078567955,95.66305104422868,0.1605063331598034
2,2,ma_bias,0.2613296903460838,0.7138433515482696,0.45251366120218584,0.6299485369801414
2,3,vol_percentile,0.123611111111111,0.5927083333333333,0.4690972222222223,0.08777772744855866
