regime_id,feature,delta_unscaled,centroid_value,global_mean
0,avg_dd_length,32.24572539438647,127.90877643861515,95.66305104422868
0,ma_bias,-0.1491820906046184,0.30333157059756743,0.45251366120218584
0,price_range,-0.09565503038390588,0.3424652174107834,0.4381202477946893
1,avg_dd_length,-2.425376597463327,93.23767444676535,95.66305104422868
1,price_range,0.3305669590832616,0.7686872068779509,0.4381202477946893
1,max_drawdown,0.16310926717221652,0.4400698931167546,0.2769606259445381
2,avg_dd_length,-54.05213025854912,41.61092078567956,95.66305104422868
2,ma_bias,0.2613296903460838,0.7138433515482696,0.45251366120218584
2,vol_percentile,0.123611111111111,0.5927083333333333,0.4690972222222223
